# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Aug 22 10:56:12 2023
#
# User preference: *
#
# COLUMN hostname:       Host Name
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
#
hostname,discoverymethod,disc_year,disc_facility
Kepler-1627,Transit,2016,Kepler
Kepler-1627,Transit,2016,Kepler
Kepler-1627,Transit,2016,Kepler
Kepler-1627,Transit,2016,Kepler
Kepler-1628,Transit,2016,Kepler
Kepler-1628,Transit,2016,Kepler
Kepler-1628,Transit,2016,Kepler
Kepler-1628,Transit,2016,Kepler
Kepler-1628,Transit,2016,Kepler
Kepler-1628,Transit,2016,Kepler
Kepler-1629,Transit,2016,Kepler
Kepler-1629,Transit,2016,Kepler
Kepler-1629,Transit,2016,Kepler
Kepler-1629,Transit,2016,Kepler
Kepler-1629,Transit,2016,Kepler
Kepler-1629,Transit,2016,Kepler
Kepler-163,Transit,2014,Kepler
Kepler-163,Transit,2014,Kepler
Kepler-163,Transit,2014,Kepler
Kepler-163,Transit,2014,Kepler
Kepler-163,Transit,2014,Kepler
Kepler-163,Transit,2014,Kepler
Kepler-163,Transit,2014,Kepler
Kepler-163,Transit,2014,Kepler
Kepler-163,Transit,2014,Kepler
Kepler-163,Transit,2014,Kepler
Kepler-163,Transit,2014,Kepler
Kepler-163,Transit,2014,Kepler
Kepler-163,Transit,2014,Kepler
Kepler-163,Transit,2014,Kepler
Kepler-163,Transit,2014,Kepler
Kepler-163,Transit,2014,Kepler
Kepler-163,Transit,2014,Kepler
Kepler-163,Transit,2014,Kepler
Kepler-163,Transit,2014,Kepler
Kepler-163,Transit,2014,Kepler
Kepler-163,Transit,2014,Kepler
Kepler-1630,Transit,2016,Kepler
Kepler-1630,Transit,2016,Kepler
Kepler-1630,Transit,2016,Kepler
Kepler-1630,Transit,2016,Kepler
Kepler-1631,Transit,2016,Kepler
Kepler-1631,Transit,2016,Kepler
Kepler-1631,Transit,2016,Kepler
Kepler-1631,Transit,2016,Kepler
Kepler-1631,Transit,2016,Kepler
Kepler-1631,Transit,2016,Kepler
Kepler-1632,Transit,2016,Kepler
Kepler-1632,Transit,2016,Kepler
Kepler-1632,Transit,2016,Kepler
Kepler-1632,Transit,2016,Kepler
Kepler-1632,Transit,2016,Kepler
Kepler-1632,Transit,2016,Kepler
Kepler-1633,Transit,2016,Kepler
Kepler-1633,Transit,2016,Kepler
Kepler-1633,Transit,2016,Kepler
Kepler-1633,Transit,2016,Kepler
Kepler-1633,Transit,2016,Kepler
Kepler-1633,Transit,2016,Kepler
Kepler-1633,Transit,2016,Kepler
Kepler-1633,Transit,2016,Kepler
Kepler-1634,Transit,2016,Kepler
Kepler-1634,Transit,2016,Kepler
Kepler-1634,Transit,2016,Kepler
Kepler-1634,Transit,2016,Kepler
Kepler-1634,Transit,2016,Kepler
Kepler-1634,Transit,2016,Kepler
Kepler-1635,Transit,2016,Kepler
Kepler-1635,Transit,2016,Kepler
Kepler-1635,Transit,2016,Kepler
Kepler-1635,Transit,2016,Kepler
Kepler-1635,Transit,2016,Kepler
Kepler-1635,Transit,2016,Kepler
Kepler-1636,Transit,2016,Kepler
Kepler-1636,Transit,2016,Kepler
Kepler-1636,Transit,2016,Kepler
Kepler-1636,Transit,2016,Kepler
Kepler-1636,Transit,2016,Kepler
Kepler-1636,Transit,2016,Kepler
Kepler-1637,Transit,2016,Kepler
Kepler-1637,Transit,2016,Kepler
Kepler-1637,Transit,2016,Kepler
Kepler-1637,Transit,2016,Kepler
Kepler-1637,Transit,2016,Kepler
Kepler-1637,Transit,2016,Kepler
Kepler-1638,Transit,2016,Kepler
Kepler-1638,Transit,2016,Kepler
Kepler-1638,Transit,2016,Kepler
Kepler-1638,Transit,2016,Kepler
Kepler-1638,Transit,2016,Kepler
Kepler-1638,Transit,2016,Kepler
Kepler-1638,Transit,2016,Kepler
Kepler-1638,Transit,2016,Kepler
Kepler-1638,Transit,2016,Kepler
Kepler-1639,Transit,2016,Kepler
Kepler-1639,Transit,2016,Kepler
Kepler-1639,Transit,2016,Kepler
Kepler-1639,Transit,2016,Kepler
Kepler-1639,Transit,2016,Kepler
Kepler-1639,Transit,2016,Kepler
Kepler-1639,Transit,2016,Kepler
Kepler-1639,Transit,2016,Kepler
Kepler-164,Transit,2014,Kepler
Kepler-164,Transit,2014,Kepler
Kepler-164,Transit,2014,Kepler
Kepler-164,Transit,2014,Kepler
Kepler-164,Transit,2014,Kepler
Kepler-164,Transit,2014,Kepler
Kepler-164,Transit,2014,Kepler
Kepler-164,Transit,2014,Kepler
Kepler-164,Transit,2014,Kepler
Kepler-164,Transit,2014,Kepler
Kepler-164,Transit,2014,Kepler
Kepler-164,Transit,2014,Kepler
Kepler-164,Transit,2014,Kepler
Kepler-164,Transit,2014,Kepler
Kepler-164,Transit,2014,Kepler
Kepler-164,Transit,2014,Kepler
Kepler-164,Transit,2014,Kepler
Kepler-164,Transit,2014,Kepler
Kepler-164,Transit,2014,Kepler
Kepler-164,Transit,2014,Kepler
Kepler-164,Transit,2014,Kepler
Kepler-164,Transit,2014,Kepler
Kepler-164,Transit,2014,Kepler
Kepler-164,Transit,2014,Kepler
Kepler-164,Transit,2014,Kepler
Kepler-164,Transit,2014,Kepler
Kepler-164,Transit,2014,Kepler
Kepler-164,Transit,2014,Kepler
Kepler-164,Transit,2014,Kepler
Kepler-164,Transit,2014,Kepler
Kepler-164,Transit,2014,Kepler
Kepler-164,Transit,2014,Kepler
Kepler-164,Transit,2023,Kepler
Kepler-164,Transit,2023,Kepler
Kepler-164,Transit,2023,Kepler
Kepler-164,Transit,2023,Kepler
Kepler-164,Transit,2023,Kepler
Kepler-164,Transit,2023,Kepler
Kepler-164,Transit,2023,Kepler
Kepler-164,Transit,2023,Kepler
Kepler-1640,Transit,2016,Kepler
Kepler-1640,Transit,2016,Kepler
Kepler-1640,Transit,2016,Kepler
Kepler-1640,Transit,2016,Kepler
Kepler-1640,Transit,2016,Kepler
Kepler-1640,Transit,2016,Kepler
Kepler-1641,Transit,2016,Kepler
Kepler-1641,Transit,2016,Kepler
Kepler-1641,Transit,2016,Kepler
Kepler-1641,Transit,2016,Kepler
Kepler-1641,Transit,2016,Kepler
Kepler-1641,Transit,2016,Kepler
Kepler-1641,Transit,2016,Kepler
Kepler-1641,Transit,2016,Kepler
Kepler-1641,Transit,2016,Kepler
Kepler-1641,Transit,2016,Kepler
Kepler-1641,Transit,2016,Kepler
Kepler-1641,Transit,2016,Kepler
Kepler-1641,Transit,2016,Kepler
Kepler-1641,Transit,2016,Kepler
Kepler-1642,Transit,2016,Kepler
Kepler-1642,Transit,2016,Kepler
Kepler-1642,Transit,2016,Kepler
Kepler-1642,Transit,2016,Kepler
Kepler-1642,Transit,2016,Kepler
Kepler-1642,Transit,2016,Kepler
Kepler-1642,Transit,2016,Kepler
Kepler-1642,Transit,2016,Kepler
Kepler-1642,Transit,2016,Kepler
Kepler-1642,Transit,2016,Kepler
Kepler-1642,Transit,2016,Kepler
Kepler-1642,Transit,2016,Kepler
Kepler-1642,Transit,2016,Kepler
Kepler-1642,Transit,2016,Kepler
Kepler-1643,Transit,2016,Kepler
Kepler-1643,Transit,2016,Kepler
Kepler-1643,Transit,2016,Kepler
Kepler-1643,Transit,2016,Kepler
Kepler-1643,Transit,2016,Kepler
Kepler-1643,Transit,2016,Kepler
Kepler-1643,Transit,2016,Kepler
Kepler-1643,Transit,2016,Kepler
Kepler-1644,Transit,2016,Kepler
Kepler-1644,Transit,2016,Kepler
Kepler-1644,Transit,2016,Kepler
Kepler-1644,Transit,2016,Kepler
Kepler-1644,Transit,2016,Kepler
Kepler-1645,Transit,2016,Kepler
Kepler-1645,Transit,2016,Kepler
Kepler-1645,Transit,2016,Kepler
Kepler-1645,Transit,2016,Kepler
Kepler-1645,Transit,2016,Kepler
Kepler-1645,Transit,2016,Kepler
Kepler-1645,Transit,2016,Kepler
Kepler-1646,Transit,2016,Kepler
Kepler-1646,Transit,2016,Kepler
Kepler-1646,Transit,2016,Kepler
Kepler-1646,Transit,2016,Kepler
Kepler-1646,Transit,2016,Kepler
Kepler-1646,Transit,2016,Kepler
Kepler-1647,Transit,2016,Kepler
Kepler-1649,Transit,2017,Kepler
Kepler-1649,Transit,2017,Kepler
Kepler-1649,Transit,2017,Kepler
Kepler-1649,Transit,2017,Kepler
Kepler-1649,Transit,2017,Kepler
Kepler-1649,Transit,2017,Kepler
Kepler-1649,Transit,2017,Kepler
Kepler-1649,Transit,2017,Kepler
Kepler-1649,Transit,2020,Kepler
Kepler-1649,Transit,2020,Kepler
Kepler-1649,Transit,2020,Kepler
Kepler-165,Transit,2014,Kepler
Kepler-165,Transit,2014,Kepler
Kepler-165,Transit,2014,Kepler
Kepler-165,Transit,2014,Kepler
Kepler-165,Transit,2014,Kepler
Kepler-165,Transit,2014,Kepler
Kepler-165,Transit,2014,Kepler
Kepler-165,Transit,2014,Kepler
Kepler-165,Transit,2014,Kepler
Kepler-165,Transit,2014,Kepler
Kepler-165,Transit,2014,Kepler
Kepler-165,Transit,2014,Kepler
Kepler-165,Transit,2014,Kepler
Kepler-165,Transit,2014,Kepler
Kepler-165,Transit,2014,Kepler
Kepler-165,Transit,2014,Kepler
Kepler-165,Transit,2014,Kepler
Kepler-165,Transit,2014,Kepler
Kepler-165,Transit,2014,Kepler
Kepler-165,Transit,2014,Kepler
Kepler-165,Transit,2014,Kepler
Kepler-165,Transit,2014,Kepler
Kepler-1650,Transit,2017,Kepler
Kepler-1650,Transit,2017,Kepler
Kepler-1650,Transit,2017,Kepler
Kepler-1650,Transit,2017,Kepler
Kepler-1650,Transit,2017,Kepler
Kepler-1650,Transit,2017,Kepler
Kepler-1650,Transit,2017,Kepler
Kepler-1650,Transit,2017,Kepler
Kepler-1650,Transit,2017,Kepler
Kepler-1651,Transit,2017,Kepler
Kepler-1651,Transit,2017,Kepler
Kepler-1651,Transit,2017,Kepler
Kepler-1651,Transit,2017,Kepler
Kepler-1651,Transit,2017,Kepler
Kepler-1651,Transit,2017,Kepler
Kepler-1651,Transit,2017,Kepler
Kepler-1651,Transit,2017,Kepler
Kepler-1652,Transit,2017,Kepler
Kepler-1652,Transit,2017,Kepler
Kepler-1652,Transit,2017,Kepler
Kepler-1652,Transit,2017,Kepler
Kepler-1652,Transit,2017,Kepler
Kepler-1652,Transit,2017,Kepler
Kepler-1652,Transit,2017,Kepler
Kepler-1652,Transit,2017,Kepler
Kepler-1653,Transit,2017,Kepler
Kepler-1653,Transit,2017,Kepler
Kepler-1653,Transit,2017,Kepler
Kepler-1653,Transit,2017,Kepler
Kepler-1653,Transit,2017,Kepler
Kepler-1653,Transit,2017,Kepler
Kepler-1653,Transit,2017,Kepler
Kepler-1653,Transit,2017,Kepler
Kepler-1654,Transit,2018,Kepler
Kepler-1655,Transit,2018,Kepler
Kepler-1655,Transit,2018,Kepler
Kepler-1655,Transit,2018,Kepler
Kepler-1655,Transit,2018,Kepler
Kepler-1655,Transit,2018,Kepler
Kepler-1655,Transit,2018,Kepler
Kepler-1655,Transit,2018,Kepler
Kepler-1655,Transit,2018,Kepler
Kepler-1655,Transit,2018,Kepler
Kepler-1655,Transit,2018,Kepler
Kepler-1656,Transit,2018,Kepler
Kepler-1656,Transit,2018,Kepler
Kepler-1656,Transit,2018,Kepler
Kepler-1656,Transit,2018,Kepler
Kepler-1656,Transit,2018,Kepler
Kepler-1656,Transit,2018,Kepler
Kepler-1656,Transit,2018,Kepler
Kepler-1656,Transit,2018,Kepler
Kepler-1656,Transit,2018,Kepler
Kepler-1656,Transit,2018,Kepler
Kepler-1656,Radial Velocity,2022,W. M. Keck Observatory
Kepler-1658,Transit,2019,Kepler
Kepler-1658,Transit,2019,Kepler
Kepler-1658,Transit,2019,Kepler
Kepler-1658,Transit,2019,Kepler
Kepler-1658,Transit,2019,Kepler
Kepler-1658,Transit,2019,Kepler
Kepler-1658,Transit,2019,Kepler
Kepler-1658,Transit,2019,Kepler
Kepler-166,Transit,2014,Kepler
Kepler-166,Transit,2014,Kepler
Kepler-166,Transit,2014,Kepler
Kepler-166,Transit,2014,Kepler
Kepler-166,Transit,2014,Kepler
Kepler-166,Transit,2014,Kepler
Kepler-166,Transit,2014,Kepler
Kepler-166,Transit,2014,Kepler
Kepler-166,Transit,2014,Kepler
Kepler-166,Transit,2014,Kepler
Kepler-166,Transit,2014,Kepler
Kepler-166,Transit,2014,Kepler
Kepler-166,Transit,2014,Kepler
Kepler-166,Transit,2014,Kepler
Kepler-166,Transit,2014,Kepler
Kepler-166,Transit,2014,Kepler
Kepler-166,Transit,2014,Kepler
Kepler-166,Transit,2014,Kepler
Kepler-166,Transit,2014,Kepler
Kepler-166,Transit,2014,Kepler
Kepler-166,Transit,2014,Kepler
Kepler-166,Transit,2014,Kepler
Kepler-166,Transit,2016,Kepler
Kepler-166,Transit,2016,Kepler
Kepler-166,Transit,2016,Kepler
Kepler-166,Transit,2016,Kepler
Kepler-166,Transit,2016,Kepler
Kepler-166,Transit,2016,Kepler
Kepler-166,Transit,2016,Kepler
Kepler-166,Transit,2016,Kepler
Kepler-166,Transit,2016,Kepler
Kepler-166,Transit,2016,Kepler
Kepler-1661,Transit,2020,Kepler
Kepler-1663,Transit,2020,Kepler
Kepler-1663,Transit,2020,Kepler
Kepler-1663,Transit,2020,Kepler
Kepler-1663,Transit,2020,Kepler
Kepler-1663,Transit,2020,Kepler
Kepler-1663,Transit,2020,Kepler
Kepler-1663,Transit,2020,Kepler
Kepler-1663,Transit,2020,Kepler
Kepler-1664,Transit,2020,Kepler
Kepler-1664,Transit,2020,Kepler
Kepler-1664,Transit,2020,Kepler
Kepler-1664,Transit,2020,Kepler
Kepler-1664,Transit,2020,Kepler
Kepler-1664,Transit,2020,Kepler
Kepler-1664,Transit,2020,Kepler
Kepler-1664,Transit,2020,Kepler
Kepler-1665,Transit,2020,Kepler
Kepler-1665,Transit,2020,Kepler
Kepler-1665,Transit,2020,Kepler
Kepler-1665,Transit,2020,Kepler
Kepler-1665,Transit,2020,Kepler
Kepler-1665,Transit,2020,Kepler
Kepler-1665,Transit,2020,Kepler
Kepler-1665,Transit,2020,Kepler
Kepler-1666,Transit,2020,Kepler
Kepler-1666,Transit,2020,Kepler
Kepler-1666,Transit,2020,Kepler
Kepler-1666,Transit,2020,Kepler
Kepler-1666,Transit,2020,Kepler
Kepler-1666,Transit,2020,Kepler
Kepler-1666,Transit,2020,Kepler
Kepler-1666,Transit,2020,Kepler
Kepler-1666,Transit,2020,Kepler
Kepler-1666,Transit,2020,Kepler
Kepler-1666,Transit,2020,Kepler
Kepler-1666,Transit,2020,Kepler
Kepler-1666,Transit,2020,Kepler
Kepler-1666,Transit,2020,Kepler
Kepler-1666,Transit,2020,Kepler
Kepler-1666,Transit,2020,Kepler
Kepler-1667,Transit,2020,Kepler
Kepler-1667,Transit,2020,Kepler
Kepler-1667,Transit,2020,Kepler
Kepler-1667,Transit,2020,Kepler
Kepler-1667,Transit,2020,Kepler
Kepler-1667,Transit,2020,Kepler
Kepler-1667,Transit,2020,Kepler
Kepler-1667,Transit,2020,Kepler
Kepler-1668,Transit,2020,Kepler
Kepler-1668,Transit,2020,Kepler
Kepler-1668,Transit,2020,Kepler
Kepler-1668,Transit,2020,Kepler
Kepler-1668,Transit,2020,Kepler
Kepler-1668,Transit,2020,Kepler
Kepler-1668,Transit,2020,Kepler
Kepler-1668,Transit,2020,Kepler
Kepler-1669,Transit,2020,Kepler
Kepler-1669,Transit,2020,Kepler
Kepler-1669,Transit,2020,Kepler
Kepler-1669,Transit,2020,Kepler
Kepler-1669,Transit,2020,Kepler
Kepler-1669,Transit,2020,Kepler
Kepler-1669,Transit,2020,Kepler
Kepler-1669,Transit,2020,Kepler
Kepler-1669,Transit,2021,Kepler
Kepler-1669,Transit,2021,Kepler
Kepler-1669,Transit,2021,Kepler
Kepler-1669,Transit,2021,Kepler
Kepler-1669,Transit,2021,Kepler
Kepler-1669,Transit,2021,Kepler
Kepler-1669,Transit,2021,Kepler
Kepler-1669,Transit,2023,Kepler
Kepler-1669,Transit,2023,Kepler
Kepler-1669,Transit,2023,Kepler
Kepler-1669,Transit,2023,Kepler
Kepler-1669,Transit,2023,Kepler
Kepler-1669,Transit,2023,Kepler
Kepler-1669,Transit,2023,Kepler
Kepler-167,Transit,2014,Kepler
Kepler-167,Transit,2014,Kepler
Kepler-167,Transit,2014,Kepler
Kepler-167,Transit,2014,Kepler
Kepler-167,Transit,2014,Kepler
Kepler-167,Transit,2014,Kepler
Kepler-167,Transit,2014,Kepler
Kepler-167,Transit,2014,Kepler
Kepler-167,Transit,2014,Kepler
Kepler-167,Transit,2014,Kepler
Kepler-167,Transit,2014,Kepler
Kepler-167,Transit,2014,Kepler
Kepler-167,Transit,2014,Kepler
Kepler-167,Transit,2014,Kepler
Kepler-167,Transit,2014,Kepler
Kepler-167,Transit,2014,Kepler
Kepler-167,Transit,2014,Kepler
Kepler-167,Transit,2014,Kepler
Kepler-167,Transit,2014,Kepler
Kepler-167,Transit,2014,Kepler
Kepler-167,Transit,2014,Kepler
Kepler-167,Transit,2014,Kepler
Kepler-167,Transit,2014,Kepler
Kepler-167,Transit,2014,Kepler
Kepler-167,Transit,2014,Kepler
Kepler-167,Transit,2014,Kepler
Kepler-167,Transit,2016,Kepler
Kepler-167,Transit,2016,Kepler
Kepler-167,Transit,2016,Kepler
Kepler-167,Transit,2016,Kepler
Kepler-167,Transit,2016,Kepler
Kepler-167,Transit,2016,Kepler
Kepler-167,Transit,2016,Kepler
Kepler-167,Transit,2016,Kepler
Kepler-167,Transit,2016,Kepler
Kepler-167,Transit,2016,Kepler
Kepler-167,Transit,2016,Kepler
Kepler-167,Transit,2016,Kepler
Kepler-167,Transit,2016,Kepler
Kepler-167,Transit,2016,Kepler
Kepler-167,Transit,2016,Kepler
Kepler-167,Transit,2016,Kepler
Kepler-167,Transit,2016,Kepler
Kepler-167,Transit,2016,Kepler
Kepler-167,Transit,2016,Kepler
Kepler-167,Transit,2016,Kepler
Kepler-167,Transit,2016,Kepler
Kepler-1670,Transit,2020,Kepler
Kepler-1670,Transit,2020,Kepler
Kepler-1670,Transit,2020,Kepler
Kepler-1670,Transit,2020,Kepler
Kepler-1670,Transit,2020,Kepler
Kepler-1670,Transit,2020,Kepler
Kepler-1670,Transit,2020,Kepler
Kepler-1670,Transit,2020,Kepler
Kepler-1671,Transit,2020,Kepler
Kepler-1671,Transit,2020,Kepler
Kepler-1671,Transit,2020,Kepler
Kepler-1671,Transit,2020,Kepler
Kepler-1671,Transit,2020,Kepler
Kepler-1671,Transit,2020,Kepler
Kepler-1671,Transit,2020,Kepler
Kepler-1671,Transit,2020,Kepler
Kepler-1672,Transit,2020,Kepler
Kepler-1672,Transit,2020,Kepler
Kepler-1672,Transit,2020,Kepler
Kepler-1672,Transit,2020,Kepler
Kepler-1672,Transit,2020,Kepler
Kepler-1672,Transit,2020,Kepler
Kepler-1672,Transit,2020,Kepler
Kepler-1672,Transit,2020,Kepler
Kepler-1673,Transit,2020,Kepler
Kepler-1673,Transit,2020,Kepler
Kepler-1673,Transit,2020,Kepler
Kepler-1673,Transit,2020,Kepler
Kepler-1673,Transit,2020,Kepler
Kepler-1673,Transit,2020,Kepler
Kepler-1673,Transit,2020,Kepler
Kepler-1673,Transit,2020,Kepler
Kepler-1674,Transit,2020,Kepler
Kepler-1674,Transit,2020,Kepler
Kepler-1674,Transit,2020,Kepler
Kepler-1674,Transit,2020,Kepler
Kepler-1674,Transit,2020,Kepler
Kepler-1674,Transit,2020,Kepler
Kepler-1674,Transit,2020,Kepler
Kepler-1674,Transit,2020,Kepler
Kepler-1675,Transit,2020,Kepler
Kepler-1675,Transit,2020,Kepler
Kepler-1675,Transit,2020,Kepler
Kepler-1675,Transit,2020,Kepler
Kepler-1675,Transit,2020,Kepler
Kepler-1675,Transit,2020,Kepler
Kepler-1675,Transit,2020,Kepler
Kepler-1675,Transit,2020,Kepler
Kepler-1676,Transit,2020,Kepler
Kepler-1676,Transit,2020,Kepler
Kepler-1676,Transit,2020,Kepler
Kepler-1676,Transit,2020,Kepler
Kepler-1676,Transit,2020,Kepler
Kepler-1676,Transit,2020,Kepler
Kepler-1676,Transit,2020,Kepler
Kepler-1677,Transit,2020,Kepler
Kepler-1677,Transit,2020,Kepler
Kepler-1677,Transit,2020,Kepler
Kepler-1677,Transit,2020,Kepler
Kepler-1677,Transit,2020,Kepler
Kepler-1677,Transit,2020,Kepler
Kepler-1677,Transit,2020,Kepler
Kepler-1677,Transit,2020,Kepler
Kepler-1678,Transit,2020,Kepler
Kepler-1678,Transit,2020,Kepler
Kepler-1678,Transit,2020,Kepler
Kepler-1678,Transit,2020,Kepler
Kepler-1678,Transit,2020,Kepler
Kepler-1678,Transit,2020,Kepler
Kepler-1678,Transit,2020,Kepler
Kepler-1678,Transit,2020,Kepler
Kepler-1679,Transit,2020,Kepler
Kepler-1679,Transit,2020,Kepler
Kepler-1679,Transit,2020,Kepler
Kepler-1679,Transit,2020,Kepler
Kepler-1679,Transit,2020,Kepler
Kepler-1679,Transit,2020,Kepler
Kepler-1679,Transit,2020,Kepler
Kepler-1679,Transit,2020,Kepler
Kepler-168,Transit,2014,Kepler
Kepler-168,Transit,2014,Kepler
Kepler-168,Transit,2014,Kepler
Kepler-168,Transit,2014,Kepler
Kepler-168,Transit,2014,Kepler
Kepler-168,Transit,2014,Kepler
Kepler-168,Transit,2014,Kepler
Kepler-168,Transit,2014,Kepler
Kepler-168,Transit,2014,Kepler
Kepler-168,Transit,2014,Kepler
Kepler-168,Transit,2014,Kepler
Kepler-168,Transit,2014,Kepler
Kepler-168,Transit,2014,Kepler
Kepler-168,Transit,2014,Kepler
Kepler-168,Transit,2014,Kepler
Kepler-168,Transit,2014,Kepler
Kepler-168,Transit,2014,Kepler
Kepler-168,Transit,2014,Kepler
Kepler-168,Transit,2014,Kepler
Kepler-168,Transit,2014,Kepler
Kepler-168,Transit,2014,Kepler
Kepler-1680,Transit,2020,Kepler
Kepler-1680,Transit,2020,Kepler
Kepler-1680,Transit,2020,Kepler
Kepler-1680,Transit,2020,Kepler
Kepler-1680,Transit,2020,Kepler
Kepler-1680,Transit,2020,Kepler
Kepler-1680,Transit,2020,Kepler
Kepler-1680,Transit,2020,Kepler
Kepler-1681,Transit,2020,Kepler
Kepler-1681,Transit,2020,Kepler
Kepler-1681,Transit,2020,Kepler
Kepler-1681,Transit,2020,Kepler
Kepler-1681,Transit,2020,Kepler
Kepler-1681,Transit,2020,Kepler
Kepler-1681,Transit,2020,Kepler
Kepler-1681,Transit,2020,Kepler
Kepler-1682,Transit,2020,Kepler
Kepler-1682,Transit,2020,Kepler
Kepler-1682,Transit,2020,Kepler
Kepler-1682,Transit,2020,Kepler
Kepler-1682,Transit,2020,Kepler
Kepler-1682,Transit,2020,Kepler
Kepler-1682,Transit,2020,Kepler
Kepler-1682,Transit,2020,Kepler
Kepler-1683,Transit,2020,Kepler
Kepler-1683,Transit,2020,Kepler
Kepler-1683,Transit,2020,Kepler
Kepler-1683,Transit,2020,Kepler
Kepler-1683,Transit,2020,Kepler
Kepler-1683,Transit,2020,Kepler
Kepler-1683,Transit,2020,Kepler
Kepler-1683,Transit,2020,Kepler
Kepler-1684,Transit,2020,Kepler
Kepler-1684,Transit,2020,Kepler
Kepler-1684,Transit,2020,Kepler
Kepler-1684,Transit,2020,Kepler
Kepler-1684,Transit,2020,Kepler
Kepler-1684,Transit,2020,Kepler
Kepler-1684,Transit,2020,Kepler
Kepler-1684,Transit,2020,Kepler
Kepler-1685,Transit,2020,Kepler
Kepler-1685,Transit,2020,Kepler
Kepler-1685,Transit,2020,Kepler
Kepler-1685,Transit,2020,Kepler
Kepler-1685,Transit,2020,Kepler
Kepler-1685,Transit,2020,Kepler
Kepler-1685,Transit,2020,Kepler
Kepler-1685,Transit,2020,Kepler
Kepler-1686,Transit,2020,Kepler
Kepler-1686,Transit,2020,Kepler
Kepler-1686,Transit,2020,Kepler
Kepler-1686,Transit,2020,Kepler
Kepler-1686,Transit,2020,Kepler
Kepler-1686,Transit,2020,Kepler
Kepler-1686,Transit,2020,Kepler
Kepler-1687,Transit,2020,Kepler
Kepler-1687,Transit,2020,Kepler
Kepler-1687,Transit,2020,Kepler
Kepler-1687,Transit,2020,Kepler
Kepler-1687,Transit,2020,Kepler
Kepler-1687,Transit,2020,Kepler
Kepler-1687,Transit,2020,Kepler
Kepler-1688,Transit,2020,Kepler
Kepler-1688,Transit,2020,Kepler
Kepler-1688,Transit,2020,Kepler
Kepler-1688,Transit,2020,Kepler
Kepler-1688,Transit,2020,Kepler
Kepler-1688,Transit,2020,Kepler
Kepler-1688,Transit,2020,Kepler
Kepler-1688,Transit,2020,Kepler
Kepler-1689,Transit,2020,Kepler
Kepler-1689,Transit,2020,Kepler
Kepler-1689,Transit,2020,Kepler
Kepler-1689,Transit,2020,Kepler
Kepler-1689,Transit,2020,Kepler
Kepler-1689,Transit,2020,Kepler
Kepler-1689,Transit,2020,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-169,Transit,2014,Kepler
Kepler-1690,Transit,2020,Kepler
Kepler-1690,Transit,2020,Kepler
Kepler-1690,Transit,2020,Kepler
Kepler-1690,Transit,2020,Kepler
Kepler-1690,Transit,2020,Kepler
Kepler-1690,Transit,2020,Kepler
Kepler-1690,Transit,2020,Kepler
Kepler-1690,Transit,2020,Kepler
Kepler-1691,Transit,2020,Kepler
Kepler-1691,Transit,2020,Kepler
Kepler-1691,Transit,2020,Kepler
Kepler-1691,Transit,2020,Kepler
Kepler-1691,Transit,2020,Kepler
Kepler-1691,Transit,2020,Kepler
